ID,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
6205,EPX,Travel Agency,Online,Cancellation Plan,147,UNITED STATES,80,0,47,0
6350,EPX,Travel Agency,Online,Cancellation Plan,17,HONG KONG,46,0,36,0
2959,C2B,Airlines,Online,Bronze Plan,36,SINGAPORE,83.5218624656958,20.8804656164239,58,1
8227,EPX,Travel Agency,Online,Cancellation Plan,22,AUSTRALIA,80,0,36,0
5105,JZI,Airlines,Online,Basic Plan,6,INDONESIA,18,6.3,72,0
6660,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,UNITED KINGDOM,69.3,41.58,55,0
7916,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,"TAIWAN, PROVINCE OF CHINA",34,0,36,0
6250,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,20,5,31,0
3512,EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,10,0,60,0
7432,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,AUSTRALIA,0,35.64,51,0
3253,EPX,Travel Agency,Online,Cancellation Plan,78,INDONESIA,10,0,32,0
3591,JZI,Airlines,Online,Premier Plan,6,UNITED STATES,91,31.85,45,0
4011,EPX,Travel Agency,Online,1 way Comprehensive Plan,61,CHINA,20,0,21,0
3533,JZI,Airlines,Online,Basic Plan,8,CHINA,26,9.1,40,0
5000,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,AUSTRALIA,39.6,23.76,34,0
9854,RAB,Airlines,Online,Value Plan,30,BRUNEI DARUSSALAM,31,12.4,31,0
9308,EPX,Travel Agency,Online,Cancellation Plan,15,THAILAND,10,0,37,0
9353,C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,86,21.5,67,0
3157,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,INDONESIA,26,0,36,0
6012,EPX,Travel Agency,Online,Cancellation Plan,27,JAPAN,36,0,36,0
6086,EPX,Travel Agency,Online,2 way Comprehensive Plan,64,AUSTRALIA,42,0,36,0
7870,EPX,Travel Agency,Online,Cancellation Plan,63,JAPAN,54,0,38,0
5792,C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,53.8861812771478,13.476545319287,23,1
8688,JZI,Airlines,Online,Value Plan,62,JAPAN,45,15.75,48,0
7994,JZI,Airlines,Online,Basic Plan,36,HONG KONG,26,9.1,41,0
5827,LWC,Travel Agency,Online,Annual Travel Protect Gold,376,UNITED STATES,256.2,166.53,37,1
2154,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,10,0,58,0
8952,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,23,0
4322,EPX,Travel Agency,Online,Cancellation Plan,1,SINGAPORE,10,0,36,0
6884,JZI,Airlines,Online,Basic Plan,5,MALAYSIA,18,6.3,49,0
8233,SSI,Airlines,Online,Ticket Protector,110,SINGAPORE,5.92,1.66,48,0
6757,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,JAPAN,112,0,36,0
9702,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,UNITED STATES,29.7,17.82,56,0
2802,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,174,FINLAND,29.7,17.82,31,0
3672,C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,62.4017473574172,15.6004368393543,30,1
8727,EPX,Travel Agency,Online,Cancellation Plan,2,MALAYSIA,10,0,36,0
4771,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,68,AUSTRALIA,39.6,23.76,45,0
5609,JZI,Airlines,Online,Basic Plan,12,INDIA,26,9.1,60,0
2493,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,161,40.25,73,0
8597,EPX,Travel Agency,Online,2 way Comprehensive Plan,63,FRANCE,90,0,36,0
6494,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,THAILAND,21,0,36,0
8681,JZI,Airlines,Online,Basic Plan,80,JAPAN,0,12.25,34,0
2831,EPX,Travel Agency,Online,Cancellation Plan,24,MALAYSIA,10,0,38,0
8627,EPX,Travel Agency,Online,2 way Comprehensive Plan,44,AUSTRALIA,29,0,36,0
9905,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,UNITED STATES,108,0,43,0
5289,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,22.5,5.63,26,0
4383,C2B,Airlines,Online,Silver Plan,4,SINGAPORE,18.5,4.63,64,0
7942,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,189.771238194877,47.4412073235766,65,1
9510,C2B,Airlines,Online,Annual Silver Plan,375,SINGAPORE,216,54,32,1
3375,TTW,Travel Agency,Offline,Individual Comprehensive Plan,440,AUSTRALIA,97,0,59,0
7030,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,41,1
6160,EPX,Travel Agency,Online,Cancellation Plan,22,INDONESIA,0,0,36,0
7920,EPX,Travel Agency,Online,2 way Comprehensive Plan,100,CHINA,32.6032593262603,0,36,1
5659,JWT,Airlines,Online,Value Plan,93,INDIA,273,109.2,118,0
9141,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,9,THAILAND,26.5,17.23,44,0
5456,EPX,Travel Agency,Online,2 way Comprehensive Plan,121,FRANCE,80,0,36,0
2600,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,MALAYSIA,23,0,36,0
3345,SSI,Airlines,Online,Ticket Protector,129,SINGAPORE,12.16,3.41,48,0
9596,EPX,Travel Agency,Online,Cancellation Plan,11,INDONESIA,10,0,36,0
9410,EPX,Travel Agency,Online,Cancellation Plan,212,INDIA,14,0,36,0
3200,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,AUSTRALIA,79.2,47.52,34,0
3183,CSR,Travel Agency,Offline,Comprehensive Plan,8,MALAYSIA,29,9.57,82,0
7552,TST,Travel Agency,Offline,Travel Cruise Protect,10,THAILAND,30,10.5,69,0
7556,TTW,Travel Agency,Offline,Individual Comprehensive Plan,364,SINGAPORE,97,0,27,0
2595,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,48,0
5194,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,18.5,4.63,26,0
8534,C2B,Airlines,Online,Silver Plan,23,SINGAPORE,74.4,18.6,25,0
3569,C2B,Airlines,Online,Gold Plan,4,SINGAPORE,33.5,8.38,20,0
2691,EPX,Travel Agency,Online,2 way Comprehensive Plan,71,SINGAPORE,25,0,36,0
4299,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,216,54,46,1
5396,JZI,Airlines,Online,Basic Plan,72,INDONESIA,22,7.7,46,0
2111,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,33.5,8.38,38,0
5672,C2B,Airlines,Online,Annual Silver Plan,378,SINGAPORE,216,54,59,0
8377,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,23.5501717355006,5.89254293387515,26,1
2835,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,UNITED STATES,9.9,5.94,33,0
3288,EPX,Travel Agency,Online,Cancellation Plan,5,CHINA,27,0,36,0
3148,EPX,Travel Agency,Online,Cancellation Plan,11,CHINA,24,0,36,0
7754,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,AUSTRALIA,49.5,29.7,59,0
4740,C2B,Airlines,Online,Silver Plan,13,SINGAPORE,48.490658677175,12.1276371948148,41,1
3763,C2B,Airlines,Online,Silver Plan,41,SINGAPORE,62,15.5,30,0
5774,C2B,Airlines,Online,Gold Plan,26,SINGAPORE,77.35,19.34,33,0
4757,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,SINGAPORE,20,0,29,0
2981,KML,Travel Agency,Online,Value Plan,51,INDONESIA,28,10.64,48,0
6413,EPX,Travel Agency,Online,1 way Comprehensive Plan,13,UNITED STATES,43,0,31,0
6095,EPX,Travel Agency,Online,Cancellation Plan,168,CHINA,21,0,36,0
6082,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16,4,30,0
5459,EPX,Travel Agency,Online,2 way Comprehensive Plan,241,"KOREA, REPUBLIC OF",41.3393537439881,0,36,1
7244,EPX,Travel Agency,Online,Cancellation Plan,135,UNITED STATES,10,0,21,0
6545,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,2,FRANCE,9.9,5.94,50,0
9887,C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,20,5,48,0
8295,EPX,Travel Agency,Online,Cancellation Plan,40,UNITED STATES,59.2827137069635,0,37,1
6231,JZI,Airlines,Online,Basic Plan,20,THAILAND,22,7.7,59,0
5588,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,19.8,11.88,32,0
7994,C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,187.85,46.96,25,0
9274,SSI,Airlines,Online,Ticket Protector,17,SINGAPORE,3.15,0.88,48,0
8679,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,NEW ZEALAND,79.2,47.52,64,0
4285,EPX,Travel Agency,Online,Cancellation Plan,34,VIET NAM,20,0,36,0
5873,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,31,"KOREA, REPUBLIC OF",29.6463495965166,19.2743598353952,71,1
8200,EPX,Travel Agency,Online,Cancellation Plan,58,PHILIPPINES,13,0,36,0
6722,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,UNITED STATES,59.4,35.64,42,0
3835,EPX,Travel Agency,Online,Cancellation Plan,30,CHINA,19,0,35,0
7788,EPX,Travel Agency,Online,1 way Comprehensive Plan,31,MYANMAR,25,0,36,0
6419,EPX,Travel Agency,Online,2 way Comprehensive Plan,109,THAILAND,22,0,36,0
3257,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,UNITED STATES,99,59.4,31,0
9245,JWT,Airlines,Online,Value Plan,41,INDIA,47.6743569744059,18.1723513124744,118,1
7013,RAB,Airlines,Online,Value Plan,13,BRUNEI DARUSSALAM,15,6,23,0
2550,EPX,Travel Agency,Online,Cancellation Plan,24,HONG KONG,18,0,36,0
2581,EPX,Travel Agency,Online,Cancellation Plan,102,PHILIPPINES,29,0,30,0
3554,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,108,NEW ZEALAND,79.2,47.52,57,0
6248,EPX,Travel Agency,Online,Cancellation Plan,149,MYANMAR,14,0,36,0
8697,EPX,Travel Agency,Online,Cancellation Plan,12,INDONESIA,13,0,32,0
2445,EPX,Travel Agency,Online,Cancellation Plan,16,UNITED STATES,80,0,55,0
5885,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216,54,46,1
6894,JZI,Airlines,Online,Basic Plan,68,INDONESIA,30,10.5,43,0
9690,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,CHINA,38,0,36,0
3178,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,37,1
8607,EPX,Travel Agency,Online,Cancellation Plan,77,FINLAND,40,0,36,0
3536,C2B,Airlines,Online,Bronze Plan,58,SINGAPORE,53.5,13.38,30,0
7657,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,ITALY,89.1,53.46,31,0
7753,C2B,Airlines,Online,Annual Silver Plan,370,SINGAPORE,216,54,48,0
8592,JZI,Airlines,Online,Basic Plan,59,INDONESIA,22,7.7,79,0
2035,EPX,Travel Agency,Online,Cancellation Plan,9,INDONESIA,10,0,54,0
5162,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,AUSTRALIA,39.6,23.76,31,0
8694,EPX,Travel Agency,Online,2 way Comprehensive Plan,286,AUSTRALIA,64,0,36,0
9766,EPX,Travel Agency,Online,Cancellation Plan,14,LAO PEOPLE'S DEMOCRATIC REPUBLIC,14,0,36,0
8314,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,NEW ZEALAND,59.4,35.64,54,0
2646,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,50.25,12.56,59,0
4192,EPX,Travel Agency,Online,Cancellation Plan,26,MALAYSIA,24,0,36,0
5001,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,22.6941810331821,5.67815689622916,23,1
4710,EPX,Travel Agency,Online,2 way Comprehensive Plan,83,CHINA,20,0,29,0
8639,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SINGAPORE,25,0,36,0
8655,EPX,Travel Agency,Online,Cancellation Plan,34,INDIA,20,0,34,0
2928,EPX,Travel Agency,Online,Cancellation Plan,41,HONG KONG,33,0,36,0
6565,EPX,Travel Agency,Online,Cancellation Plan,41,INDIA,57,0,36,0
8048,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,39,9.75,31,1
7611,LWC,Travel Agency,Online,Annual Travel Protect Silver,365,CHINA,165,107.25,69,0
6237,EPX,Travel Agency,Online,Cancellation Plan,25,SINGAPORE,24,0,36,0
5769,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,HONG KONG,20,0,36,0
2068,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,40,1
9528,EPX,Travel Agency,Online,Cancellation Plan,54,CAMBODIA,10,0,36,0
7652,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,"KOREA, REPUBLIC OF",33,0,25,0
8013,EPX,Travel Agency,Online,Cancellation Plan,133,"KOREA, REPUBLIC OF",36,0,36,0
6676,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,THAILAND,20.6858544924015,0,36,1
6225,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,UNITED STATES,80,0,37,0
9134,C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,252.85,63.21,52,1
2536,JZI,Airlines,Online,Value Plan,50,UNITED STATES,55,19.25,70,0
5687,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,PHILIPPINES,20,0,36,0
7503,CCR,Travel Agency,Offline,Comprehensive Plan,18,MALAYSIA,29,9.57,49,1
8478,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,52,UNITED STATES,69.3,41.58,52,0
4797,SSI,Airlines,Online,Ticket Protector,40,SINGAPORE,0.96,0.27,48,0
9271,EPX,Travel Agency,Online,1 way Comprehensive Plan,23,UNITED KINGDOM,32,0,36,0
4426,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,HONG KONG,26,0,38,0
9529,C2B,Airlines,Online,Annual Gold Plan,368,SINGAPORE,389.35,97.34,45,0
5849,EPX,Travel Agency,Online,Cancellation Plan,33,AUSTRALIA,43,0,36,0
3392,EPX,Travel Agency,Online,2 way Comprehensive Plan,108,PHILIPPINES,20,0,36,0
8874,C2B,Airlines,Online,Silver Plan,35,SINGAPORE,100.5,25.13,24,0
5767,EPX,Travel Agency,Online,Cancellation Plan,8,THAILAND,11,0,36,0
5853,JWT,Airlines,Online,Value Plan,20,INDIA,200,80,118,0
8366,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,10,0,36,0
2459,JZI,Airlines,Online,Basic Plan,44,CHINA,35,12.25,52,1
8005,SSI,Airlines,Online,Ticket Protector,58,SINGAPORE,3.99,1.12,48,0
5017,EPX,Travel Agency,Online,Cancellation Plan,34,INDIA,13,0,36,0
9306,JZI,Airlines,Online,Basic Plan,2,CHINA,22,7.7,41,0
4182,EPX,Travel Agency,Online,Cancellation Plan,10,MALAYSIA,10,0,36,0
8354,C2B,Airlines,Online,Silver Plan,25,SINGAPORE,58.5,14.63,43,0
6334,EPX,Travel Agency,Online,Cancellation Plan,21,PHILIPPINES,12,0,36,0
6077,EPX,Travel Agency,Online,2 way Comprehensive Plan,68,SINGAPORE,130,0,36,0
6625,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,MALAYSIA,39.6,23.76,31,0
5830,C2B,Airlines,Online,Bronze Plan,56,SINGAPORE,37.0865958728376,9.27338842650683,26,1
2550,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,56,0,46,0
8088,C2B,Airlines,Online,Silver Plan,50,SINGAPORE,65.1285804517207,16.2861871244292,43,1
9440,EPX,Travel Agency,Online,Cancellation Plan,3,CHINA,21,0,36,0
2644,EPX,Travel Agency,Online,2 way Comprehensive Plan,103,AUSTRALIA,83,0,36,0
7710,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,UNITED KINGDOM,29.7,17.82,54,0
5320,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,UNITED KINGDOM,19.8,11.88,41,0
8475,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,86,AUSTRALIA,0,17.82,36,0
7790,EPX,Travel Agency,Online,2 way Comprehensive Plan,99,AUSTRIA,76,0,35,0
6481,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,61,1
7100,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,20,5,26,0
6025,EPX,Travel Agency,Online,2 way Comprehensive Plan,48,ITALY,84.0641352522374,0,36,1
3018,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,AUSTRALIA,39.6,23.76,62,0
4965,EPX,Travel Agency,Online,Cancellation Plan,84,SPAIN,42,0,36,0
3775,EPX,Travel Agency,Online,2 way Comprehensive Plan,94,JAPAN,47,0,36,0
7068,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,291.75,72.94,36,1
9636,EPX,Travel Agency,Online,1 way Comprehensive Plan,17,MALAYSIA,20,0,29,0
7975,EPX,Travel Agency,Online,Cancellation Plan,57,"TAIWAN, PROVINCE OF CHINA",24,0,36,0
4445,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,28.9278227645272,7.23613829508112,44,1
5905,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,PHILIPPINES,51.1009999191634,0,21,1
3282,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216,54,32,0
9758,JZI,Airlines,Online,Basic Plan,37,PHILIPPINES,42,14.7,45,0
9523,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,AUSTRALIA,39.6,23.76,31,1
4340,EPX,Travel Agency,Online,2 way Comprehensive Plan,127,THAILAND,20,0,25,0
2479,C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,58.7183881655093,14.6781067950581,36,1
4231,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,20,5,20,0
9402,JZI,Airlines,Online,Basic Plan,11,HONG KONG,40,14,51,0
3166,JZI,Airlines,Online,Basic Plan,12,MALAYSIA,22,7.7,65,0
7640,EPX,Travel Agency,Online,Cancellation Plan,16,MALAYSIA,10,0,32,0
4864,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,SPAIN,112,0,36,0
4339,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,JAPAN,39.6,23.76,46,0
5785,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,CHINA,34,0,36,0
4526,EPX,Travel Agency,Online,Cancellation Plan,80,INDIA,10,0,36,0
3992,EPX,Travel Agency,Online,Cancellation Plan,30,PHILIPPINES,12,0,36,0
7736,EPX,Travel Agency,Online,Cancellation Plan,186,JAPAN,33,0,36,0
9897,EPX,Travel Agency,Online,Cancellation Plan,58,UNITED STATES,80,0,32,0
5763,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,UNITED KINGDOM,59.4,35.64,36,0
9936,EPX,Travel Agency,Online,Cancellation Plan,18,CHINA,19,0,36,0
6947,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,40.5,10.13,32,0
9858,C2B,Airlines,Online,Silver Plan,3,SINGAPORE,45,11.25,33,0
7134,C2B,Airlines,Online,Bronze Plan,98,SINGAPORE,58.6741418086171,14.672834116087,23,1
9647,C2B,Airlines,Online,Annual Silver Plan,386,SINGAPORE,296.581177628128,74.1464886833488,43,1
3433,C2B,Airlines,Online,Silver Plan,15,SINGAPORE,18.5,4.63,39,0
6189,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SWITZERLAND,77,0,36,0
9834,JZI,Airlines,Online,Basic Plan,114,INDONESIA,37,12.95,41,0
6804,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,INDONESIA,112,0,45,0
9374,EPX,Travel Agency,Online,Cancellation Plan,168,AUSTRALIA,11,0,43,0
2152,EPX,Travel Agency,Online,2 way Comprehensive Plan,50,CHINA,44,0,36,0
5791,SSI,Airlines,Online,Ticket Protector,60,SINGAPORE,28.14,7.89,48,0
6607,EPX,Travel Agency,Online,Cancellation Plan,41,CHINA,49,0,36,0
5610,JZI,Airlines,Online,Basic Plan,3,INDIA,22,7.7,42,0
9041,C2B,Airlines,Online,Annual Silver Plan,377,SINGAPORE,216,54,36,1
7290,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,AUSTRALIA,79.2,47.52,32,0
7913,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,PHILIPPINES,20,0,36,0
4022,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,UNITED STATES,112,0,28,0
4533,EPX,Travel Agency,Online,2 way Comprehensive Plan,85,PHILIPPINES,22.3452535024653,0,36,1
9674,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,74.0409847130079,18.510246178252,27,1
2976,EPX,Travel Agency,Online,Cancellation Plan,3,VIET NAM,41,0,36,0
3975,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,THAILAND,66.108958979656,39.6653753877936,32,1
4961,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,UNITED STATES,39.6,23.76,53,0
5257,JZI,Airlines,Online,Value Plan,109,FRANCE,149,52.15,30,0
5780,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,1,MALAYSIA,25,16.25,47,0
7699,EPX,Travel Agency,Online,Cancellation Plan,42,PHILIPPINES,10,0,29,0
9339,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,58,JAPAN,49.5,29.7,31,0
3382,SSI,Airlines,Online,Ticket Protector,47,SINGAPORE,2.64,0.74,48,0
4458,EPX,Travel Agency,Online,2 way Comprehensive Plan,259,CZECH REPUBLIC,0,0,36,0
5883,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,54.5,13.63,23,0
9522,TST,Travel Agency,Offline,Travel Cruise Protect,17,MALAYSIA,30,10.5,58,1
3720,EPX,Travel Agency,Online,Cancellation Plan,15,THAILAND,12,0,36,0
8234,EPX,Travel Agency,Online,Cancellation Plan,62,JAPAN,35,0,36,0
7277,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216,54,33,1
5716,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,60,15,26,0
3805,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,SWITZERLAND,49.5,29.7,31,0
9137,EPX,Travel Agency,Online,Cancellation Plan,33,THAILAND,25,0,20,0
8119,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,21.2117017173323,5.30465643178642,21,1
5375,EPX,Travel Agency,Online,2 way Comprehensive Plan,176,HONG KONG,25,0,36,0
3095,C2B,Airlines,Online,Annual Silver Plan,384,SINGAPORE,216,54,27,1
6119,JZI,Airlines,Offline,Premier Plan,53,INDONESIA,108,37.8,60,0
7994,EPX,Travel Agency,Online,Cancellation Plan,7,INDONESIA,21,0,36,0
2700,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,GERMANY,49.5,29.7,30,0
9001,EPX,Travel Agency,Online,Cancellation Plan,40,INDIA,0,0,36,0
3110,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,THAILAND,49.5,29.7,45,0
2937,EPX,Travel Agency,Online,1 way Comprehensive Plan,23,SINGAPORE,75,0,36,0
2704,EPX,Travel Agency,Online,Cancellation Plan,34,UNITED STATES,10,0,27,0
8303,EPX,Travel Agency,Online,Cancellation Plan,27,INDIA,78,0,36,0
4924,EPX,Travel Agency,Online,Cancellation Plan,33,INDONESIA,10,0,36,0
6526,JZI,Airlines,Online,Basic Plan,13,MYANMAR,22,7.7,48,0
3595,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,MALAYSIA,20,0,36,0
7557,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,56,AUSTRIA,69.3,41.58,23,0
8890,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,76,GREECE,9.9,5.94,30,0
9253,EPX,Travel Agency,Online,Cancellation Plan,6,PHILIPPINES,10,0,36,0
4775,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,AUSTRALIA,118.8,71.28,31,0
2937,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,SINGAPORE,39,0,36,0
5516,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,INDONESIA,29,0,36,0
6357,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,29.4244085403314,7.36034622048616,32,1
4633,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,17.3864544972943,4.34661362432358,30,1
7567,C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,17.8449778169692,4.46275673114145,27,1
4262,JZI,Airlines,Online,Basic Plan,3,VIET NAM,18,6.3,38,0
3746,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,MALAYSIA,19.8,11.88,46,0
7735,JZI,Airlines,Online,Basic Plan,3,CHINA,22.103029897913,7.73606046426957,58,1
6517,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,UNITED STATES,22,0,64,0
5409,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,CHINA,55,0,36,0
8325,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,"KOREA, REPUBLIC OF",49.3101967255328,0,36,1
7557,CCR,Travel Agency,Offline,Comprehensive Plan,59,MALAYSIA,29,9.57,33,0
6242,EPX,Travel Agency,Online,Cancellation Plan,63,UNITED STATES,80,0,48,0
5031,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,MALAYSIA,-19.8,11.88,32,0
5873,EPX,Travel Agency,Online,Cancellation Plan,25,SINGAPORE,28,0,36,0
7761,EPX,Travel Agency,Online,Cancellation Plan,23,THAILAND,18,0,27,0
9281,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,51,UNITED STATES,79.2,47.52,29,0
5111,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,NETHERLANDS,49.5,29.7,45,0
9862,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,SINGAPORE,21,0,36,0
8667,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,UNITED STATES,89.1,53.46,33,0
7099,KML,Travel Agency,Online,Value Plan,35,NORWAY,95,36.1,48,0
8067,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,HONG KONG,54,0,46,0
9510,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,132,AUSTRALIA,0,11.88,31,0
5996,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,MALAYSIA,20,0,36,0
2862,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,20.3359138451067,5.08397846127667,28,1
4559,EPX,Travel Agency,Online,1 way Comprehensive Plan,31,UNITED STATES,41.9595734552488,0,36,1
7637,EPX,Travel Agency,Online,Cancellation Plan,61,PORTUGAL,16,0,36,0
9142,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,47,1
2964,EPX,Travel Agency,Online,2 way Comprehensive Plan,84,UNITED KINGDOM,100.438463272905,0,29,1
3717,C2B,Airlines,Online,Annual Silver Plan,380,SINGAPORE,252.85,63.21,32,1
4709,EPX,Travel Agency,Online,2 way Comprehensive Plan,122,MALAYSIA,20,0,58,0
7675,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,MALAYSIA,0,5.94,51,0
2704,EPX,Travel Agency,Online,Cancellation Plan,21,INDONESIA,13,0,30,0
3896,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,28.4347968262051,7.11217748773157,46,1
2659,JZI,Airlines,Online,Basic Plan,1,CHINA,22,7.7,59,0
